SMILES,id,QM,Reserve1,NMR,Reserve2
[CH]1[C@H]([CH]C=P1)[Li],4,-1.077701749009083,0,0.9875413284626323,0
P(C(F)(F)F)(C(F)(F)F)C(F)(F)F,0,-0.36112042044154136,0,0.08939847815556465,0
P(CCC)(CCC)CCC,0,0.22583630874508584,0,-0.25534322196229975,0
P1(O[C@H]([C@H]1C)C)(c1ccccc1)(c1ccccc1)c1ccccc1,0,0.47539903450531884,0,-0.5955488470786133,0
P(CC)(C=C)C=C,0,0.10372144685979122,0,-0.11699293441499892,0
c1cccp1,4,0.46190327436826295,0,-0.4390542595251091,0
P(C(F)(F)F)(F)F,0,-2.168463911054026,0,1.9117666100286175,0
PC,0,1.6475711044737922,0,-1.7352376912182634,0
P[BH3],0,1.429135696449026,0,-1.1625582222724693,0
P(CC)(CC)CC,0,0.1265771696725466,0,-0.1079207844118972,0
P([S])(CC)(CC)CC,0,-0.700799996149211,0,0.7369231846269481,0
P(C)C,0,0.9694091575867392,0,-1.0037955972181896,0
P(c1ccccc1)c1ccccc1,0,0.3732013024997112,0,-0.34719874074370444,0
PCCP,0,1.4733234272203546,0,-1.364413559841482,0
Pc1ccccc1,0,1.3024496900011802,0,-1.2816301910631789,0
P(N(C)C)(N(C)C)N(C)C,0,-1.3651396725733114,0,1.5069219161402045,0
PCP,0,1.3042999151812606,0,-1.2623518723065879,0
P([S])(N(C)C)(N(C)C)N(C)C,0,-1.0591994972082808,0,1.0453762847324057,0
P([CH]C)(c1ccccc1)(c1ccccc1)c1ccccc1,0,-0.22376841001440922,0,0.28444970322225105,0
P(c1ccccc1)(c1ccccc1)OC,0,-1.2529289572402105,0,1.42980864111384,0
P(c1ccccc1)(C)C,0,0.4164095022933497,0,-0.4027656595127023,0
P([CH]OC)(c1ccccc1)(c1ccccc1)c1ccccc1,0,-0.1472561569793266,0,0.1846560531881324,0
c1cccp1C,4,-0.04821469145738542,0,0.020223334381914232,0
P(=O)(c1ccccc1)(OC)OC,0,-0.3440330467196234,0,0.36156297824861544,0
P(C#N)(C#N)C,0,0.6769647423587651,0,-0.8042082971499523,0
P([BH3])(C)(C)C,0,0.020787824082077494,0,0.09847062815866633,0
P(C)(C)F,0,-2.0711638339368657,0,2.228157841386789,0
P(Pc1ccccc1)c1ccccc1,0,0.45243447491726413,0,-0.6522497845979989,0
P(c1ccccc1)(c1ccccc1)C,0,0.18741692706459673,0,-0.18730209693903704,0
P(C(C)(C)C)(C(C)(C)C)C(C)(C)C,0,-0.8270506554958613,0,0.8333147784099035,0
